Orientation.of.counted.reads.relative.to.the.strand.location.of.the.annotation	Sequence.name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	Harboring_replicate_1	Harboring_replicate_2	Harboring_replicate_3	Steady_state_replicate_1	Steady_state_replicate_2	Steady_state_replicate_3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_007795.1	RefSeq	CDS	1970605	1971069	.	+	0	ID=cds-YP_500586.1;Parent=gene-SAOUHSC_02095;Dbxref=Genbank:YP_500586.1,GeneID:3921167;Name=YP_500586.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02095;product=hypothetical protein;protein_id=YP_500586.1;transl_table=11	11.5	57	42.5	4078	9219.77724449464	5720.04545454545	618.398051072054	-1.76879011807034	0.712811760894818	-2.48142667546607	0.0130857630058614	0.0747858697287822
sense	NC_007795.1	RefSeq	CDS	1971076	1971351	.	+	0	ID=cds-YP_500587.1;Parent=gene-SAOUHSC_02096;Dbxref=Genbank:YP_500587.1,GeneID:3921168;Name=YP_500587.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02096;product=hypothetical protein;protein_id=YP_500587.1;transl_table=11	9.5	50.5	35.5	1163	3221.5	2464.5	268.323465433416	-0.459850523635001	0.680344290204009	-0.675908551385226	0.499098708066081	0.736104498273326
sense	NC_007795.1	RefSeq	CDS	1971629	1972846	.	+	0	ID=cds-YP_500588.1;Parent=gene-SAOUHSC_02097;Dbxref=Genbank:YP_500588.1,GeneID:3921169;Name=YP_500588.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02097;product=hypothetical protein;protein_id=YP_500588.1;transl_table=11	1	16	13	2065	8266	3818.5	313.185304476699	-2.86638703627518	0.719230835900202	-3.98535059010305	6.73805646486604e-05	0.00130125346449493
sense	NC_007795.1	RefSeq	CDS	1972962	1973591	.	-	0	ID=cds-YP_500589.1;Parent=gene-SAOUHSC_02098;Dbxref=Genbank:YP_500589.1,GeneID:3921170;Name=YP_500589.1;Note=DNA-binding response regulator VraR%2C putative;gbkey=CDS;locus_tag=SAOUHSC_02098;product=DNA-binding response regulator VraR;protein_id=YP_500589.1;transl_table=11	48	187.5	142.5	441	4753.08333333333	21306.5833333333	898.027557371872	0.0264918387833081	0.840495287159056	0.0315193186541863	NA	NA
sense	NC_007795.1	RefSeq	CDS	1973581	1974624	.	-	0	ID=cds-YP_500590.1;Parent=gene-SAOUHSC_02099;Dbxref=Genbank:YP_500590.1,GeneID:3921171;Name=YP_500590.1;Note=histidine kinase%2C putative;gbkey=CDS;locus_tag=SAOUHSC_02099;product=histidine kinase;protein_id=YP_500590.1;transl_table=11	47	182.5	169	434.5	7532.61666666667	25130.25	1000.38093160949	-0.136207734842274	0.832264479831072	-0.163659195055303	NA	NA
sense	NC_007795.1	RefSeq	CDS	1974621	1975322	.	-	0	ID=cds-YP_500591.1;Parent=gene-SAOUHSC_02100;Dbxref=Genbank:YP_500591.1,GeneID:3921172;Name=YP_500591.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02100;product=hypothetical protein;protein_id=YP_500591.1;transl_table=11	28	90	76	108.5	1763	8071	403.306811669893	0.489204938970899	0.873456339037162	0.560079441990386	NA	NA
sense	NC_007795.1	RefSeq	CDS	1975337	1975723	.	-	0	ID=cds-YP_500592.1;Parent=gene-SAOUHSC_02101;Dbxref=Genbank:YP_500592.1,GeneID:3921173;Name=YP_500592.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02101;product=hypothetical protein;protein_id=YP_500592.1;transl_table=11	26	91.5	76.5	42.5	551	4749.5	327.856183532112	1.17121330632683	0.934805461221522	1.25289523319257	NA	NA
sense	NC_007795.1	RefSeq	CDS	1975940	1976698	.	-	0	ID=cds-YP_500593.1;Parent=gene-SAOUHSC_02102;Dbxref=Genbank:YP_500593.1,GeneID:3921174;Name=YP_500593.1;Note=catalyzes the removal of N-terminal amino acids from peptides and arylamides%3B generally Co(II) however activity has been shown for some methionine aminopeptidases with Zn%2C Fe%2C or Mn;gbkey=CDS;locus_tag=SAOUHSC_02102;product=methionine aminopeptidase;protein_id=YP_500593.1;transl_table=11	11	24	58	607.5	10878.5	2780.5	269.343777318448	-0.423456938835016	0.562976446994978	-0.752175230589698	0.451945687149212	0.696264129466647
sense	NC_007795.1	RefSeq	CDS	1977226	1978212	.	+	0	ID=cds-YP_500595.1;Parent=gene-SAOUHSC_02103;Dbxref=Genbank:YP_500595.1,GeneID:3921175;Name=YP_500595.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02103;product=hypothetical protein;protein_id=YP_500595.1;transl_table=11	1	7	6	97	1529	486	39.9061884098826	-0.531324106611322	0.651714036565382	-0.815271847467748	0.414916719748945	0.670913710733811
sense	NC_007795.1	RefSeq	CDS	1978643	1979056	.	-	0	ID=cds-YP_500596.1;Parent=gene-SAOUHSC_02104;Dbxref=Genbank:YP_500596.1,GeneID:3921176;Name=YP_500596.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02104;product=hypothetical protein;protein_id=YP_500596.1;transl_table=11	1.5	4	0	51.5	176	186	17.8930340042385	-0.0590595700807363	0.934134901168697	-0.0632238127564304	0.949588282871897	0.977112580926155
sense	NC_007795.1	RefSeq	CDS	1979085	1979195	.	-	0	ID=cds-YP_500597.1;Parent=gene-SAOUHSC_02105;Dbxref=Genbank:YP_500597.1,GeneID:3921177;Name=YP_500597.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02105;product=hypothetical protein;protein_id=YP_500597.1;transl_table=11	0	0	0	2.5	33.5	29	0.860531736642059	-0.0994568677379637	1.33944482785232	-0.074252306380871	0.940809626209222	NA
sense	NC_007795.1	RefSeq	CDS	1979281	1980012	.	-	0	ID=cds-YP_500598.1;Parent=gene-SAOUHSC_02106;Dbxref=Genbank:YP_500598.1,GeneID:3921178;Name=YP_500598.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02106;product=hypothetical protein;protein_id=YP_500598.1;transl_table=11	24	86.5	76	499.5	4853	3839	360.234958431808	0.703945160458419	0.556573639998304	1.26478350728318	0.205948945141274	0.458938375694287
sense	NC_007795.1	RefSeq	CDS	1980014	1981327	.	-	0	ID=cds-YP_500599.1;Parent=gene-SAOUHSC_02107;Dbxref=Genbank:YP_500599.1,GeneID:3921179;Name=YP_500599.1;Note=UDP-N-acetylmuramyl tripeptide synthetase%2C putative;gbkey=CDS;locus_tag=SAOUHSC_02107;product=UDP-N-acetylmuramyl tripeptide synthetase;protein_id=YP_500599.1;transl_table=11	13	69	47	256	6682	2724.5	251.854500872508	0.498107737503363	0.549738966208598	0.906080463858471	0.364893264874953	0.625801931388126
sense	NC_007795.1	RefSeq	CDS	1981619	1982119	.	+	0	ID=cds-YP_500600.1;Parent=gene-SAOUHSC_02108;Dbxref=Genbank:YP_500600.1,GeneID:3921180;Name=YP_500600.1;Note=ferritin%2C putative;gbkey=CDS;locus_tag=SAOUHSC_02108;product=ferritin;protein_id=YP_500600.1;transl_table=11	243	1096	905	2596	1125	26771.0333333333	3322.38375577796	1.65193314276727	0.900393609656352	1.83467888382477	0.0665532828400415	0.224384950804274
sense	NC_007795.1	RefSeq	CDS	1982201	1982293	.	-	0	ID=cds-YP_500601.1;Parent=gene-SAOUHSC_02109;Dbxref=Genbank:YP_500601.1,GeneID:3921181;Name=YP_500601.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02109;product=hypothetical protein;protein_id=YP_500601.1;transl_table=11	0	2	0	0	12	3	1.88105175108499	2.72251740582902	1.29579603286867	2.10103854061186	0.0356375831906817	0.149876525822832
sense	NC_007795.1	RefSeq	CDS	1982508	1983062	.	+	0	ID=cds-YP_500602.1;Parent=gene-SAOUHSC_02110;Dbxref=Genbank:YP_500602.1,GeneID:3921182;Name=YP_500602.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02110;product=hypothetical protein;protein_id=YP_500602.1;transl_table=11	45	106	125	865	2352	8625.5	593.960705507969	0.517696081502389	0.751301680336007	0.689065517956593	0.490782038238405	0.7286272080612
sense	NC_007795.1	RefSeq	CDS	1983130	1984170	.	-	0	ID=cds-YP_500603.1;Parent=gene-SAOUHSC_02111;Dbxref=Genbank:YP_500603.1,GeneID:3921183;Name=YP_500603.1;Note=involved in translesion DNA polymerization with beta clamp of polymerase III%3B belongs to Y family of polymerases%3B does not contain proofreading function;gbkey=CDS;locus_tag=SAOUHSC_02111;product=DNA polymerase IV;protein_id=YP_500603.1;transl_table=11	11	64	64	130.5	2002	1197.5	197.837097406899	1.80092576749214	0.574973349114947	3.13218998804778	0.00173507557691945	0.0172817429410752
sense	NC_007795.1	RefSeq	CDS	1984447	1984977	.	-	0	ID=cds-YP_500604.1;Parent=gene-SAOUHSC_02112;Dbxref=Genbank:YP_500604.1,GeneID:3921184;Name=YP_500604.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02112;product=hypothetical protein;protein_id=YP_500604.1;transl_table=11	10	59	47	798	2399.5	2549	254.747666919032	0.0780079189507167	0.673085289367301	0.115896039005761	0.907734934958199	0.964044053228814
sense	NC_007795.1	RefSeq	CDS	1985147	1986508	.	-	0	ID=cds-YP_500605.1;Parent=gene-SAOUHSC_02113;Dbxref=Genbank:YP_500605.1,GeneID:3921185;Name=YP_500605.1;Note=RNA methyltransferase%2C TrmA family%2C putative;gbkey=CDS;locus_tag=SAOUHSC_02113;product=RNA methyltransferase;protein_id=YP_500605.1;transl_table=11	49	167	179	91	2596	18484	830.191036993538	0.368124595289312	0.952132226998881	0.386631798452658	NA	NA
sense	NC_007795.1	RefSeq	CDS	1986589	1987536	.	-	0	ID=cds-YP_500606.1;Parent=gene-SAOUHSC_02114;Dbxref=Genbank:YP_500606.1,GeneID:3921186;Name=YP_500606.1;Note=similar to YegS from E. coli;gbkey=CDS;locus_tag=SAOUHSC_02114;product=lipid kinase;protein_id=YP_500606.1;transl_table=11	15	37	29	656	7547.33333333333	2495.5	244.138986533328	-0.381455431168618	0.499987234749372	-0.762930340331249	0.445504940654814	0.692943896095826
sense	NC_007795.1	RefSeq	CDS	1988119	1988265	.	-	0	ID=cds-YP_500607.1;Parent=gene-SAOUHSC_02115;Dbxref=Genbank:YP_500607.1,GeneID:3921187;Name=YP_500607.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02115;product=hypothetical protein;protein_id=YP_500607.1;transl_table=11	0.5	1	0	9.5	158.5	94.5	4.20680947997506	-0.889944309619495	1.15722588678917	-0.769032493810458	0.441874020948646	0.6904102825696
sense	NC_007795.1	RefSeq	CDS	1988305	1989732	.	-	0	ID=cds-YP_500608.1;Parent=gene-SAOUHSC_02116;Dbxref=Genbank:YP_500608.1,GeneID:3921188;Name=YP_500608.1;Note=allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp-tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases%3B reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA;gbkey=CDS;gene=gatB;locus_tag=SAOUHSC_02116;product=aspartyl/glutamyl-tRNA amidotransferase subunit B;protein_id=YP_500608.1;transl_table=11	21	94	72	1295	39495.8333333333	8574.5	680.768017920731	-1.02713373486614	0.500774395569608	-2.05109075853973	0.0402581091255011	0.159840584587105
sense	NC_007795.1	RefSeq	CDS	1989745	1991202	.	-	0	ID=cds-YP_500609.1;Parent=gene-SAOUHSC_02117;Dbxref=Genbank:YP_500609.1,GeneID:3921189;Name=YP_500609.1;Note=allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp-tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases%3B reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA;gbkey=CDS;gene=gatA;locus_tag=SAOUHSC_02117;product=aspartyl/glutamyl-tRNA amidotransferase subunit A;protein_id=YP_500609.1;transl_table=11	14.5	67.5	51	786	29378.7651515152	5268.5	462.563128782501	-0.94780509736007	0.540335205226848	-1.7541057628517	0.0794123864042559	0.249286737034946
sense	NC_007795.1	RefSeq	CDS	1991204	1991506	.	-	0	ID=cds-YP_500610.1;Parent=gene-SAOUHSC_02118;Dbxref=Genbank:YP_500610.1,GeneID:3921190;Name=YP_500610.1;Note=allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp-tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases%3B reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA%3B some Mycoplasma proteins contain an N-terminal fusion to an unknown domain;gbkey=CDS;gene=gatC;locus_tag=SAOUHSC_02118;product=aspartyl/glutamyl-tRNA amidotransferase subunit C;protein_id=YP_500610.1;transl_table=11	6.5	9.5	12	177	5004.75	1091	98.4078010098764	-0.65931656892891	0.587548573252302	-1.12214819156031	0.261799436466528	0.525339850066665
sense	NC_007795.1	RefSeq	CDS	1991873	1993411	.	+	0	ID=cds-YP_500611.1;Parent=gene-SAOUHSC_02119;Dbxref=Genbank:YP_500611.1,GeneID:3921191;Name=YP_500611.1;Note=validated;gbkey=CDS;locus_tag=SAOUHSC_02119;product=high affinity proline permease;protein_id=YP_500611.1;transl_table=11	8	16	17	212	4781.33333333333	547	106.715912093835	0.0507381338608742	0.597871541416189	0.0848646077729171	0.932369029152597	0.969041203208005
sense	NC_007795.1	RefSeq	CDS	1993500	1994699	.	-	0	ID=cds-YP_500612.1;Parent=gene-SAOUHSC_02121;Dbxref=Genbank:YP_500612.1,GeneID:3921192;Name=YP_500612.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02121;product=hypothetical protein;protein_id=YP_500612.1;transl_table=11	6	24	28	585	8408.41666666667	2784	209.176319860443	-0.988394980733154	0.51601659967228	-1.91543252942033	0.0554373659848819	0.196956026519131
sense	NC_007795.1	RefSeq	CDS	1994712	1996715	.	-	0	ID=cds-YP_500613.1;Parent=gene-SAOUHSC_02122;Dbxref=Genbank:YP_500613.1,GeneID:3921193;Name=YP_500613.1;Note=DNA ligase%2C NAD-dependent;gbkey=CDS;locus_tag=SAOUHSC_02122;product=NAD-dependent DNA ligase;protein_id=YP_500613.1;transl_table=11	179.5	20.5	16	476	12982	2056	697.59091653807	1.67482799181676	0.942206349004537	1.77755965408878	NA	NA
sense	NC_007795.1	RefSeq	CDS	1996719	1998911	.	-	0	ID=cds-YP_500614.1;Parent=gene-SAOUHSC_02123;Dbxref=Genbank:YP_500614.1,GeneID:3921194;Name=YP_500614.1;Note=ATP-dependent DNA helicase PcrA;gbkey=CDS;locus_tag=SAOUHSC_02123;product=ATP-dependent DNA helicase PcrA;protein_id=YP_500614.1;transl_table=11	16.5	28.5	23	390.5	14582.5	1657.08333333333	231.027056268435	-0.527511119282979	0.603926265325605	-0.873469411035755	0.38240727206089	0.643745575142949
sense	NC_007795.1	RefSeq	CDS	1998908	1999600	.	-	0	ID=cds-YP_500615.1;Parent=gene-SAOUHSC_02124;Dbxref=Genbank:YP_500615.1,GeneID:3921195;Name=YP_500615.1;Note=PcrB-like protein%3B GGGP synthase%3B member of prenyltransferases that transfer isoprenoid groups to nonisoprenoid acceptors%3B functions in form GGGP from glycerol-1-phosphate (G-1-P) and geranylgeranyl pyrophosphate (GGPP)%3B important in lipid metabolism and especially important as the ether linkages in archaea are different than those in bacteria%3B GGGP synthase lies at the branch point for membrane lipid biosynthesis%3B cytosolic%3B T acidophilum protein acts as a homodimer while M thermoautotrophicum protein has been reported to function as a pentamer;gbkey=CDS;locus_tag=SAOUHSC_02124;product=geranylgeranylglyceryl phosphate synthase-like protein;protein_id=YP_500615.1;transl_table=11	0	5	9	88	3423.75	504.25	47.5203055662923	-1.00287504236253	0.75348542356968	-1.33098134481667	0.183195149334304	0.429175625684021
sense	NC_007795.1	RefSeq	CDS	1999772	2000074	.	-	0	ID=cds-YP_500616.1;Parent=gene-SAOUHSC_02125;Dbxref=Genbank:YP_500616.1,GeneID:3921196;Name=YP_500616.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02125;product=hypothetical protein;protein_id=YP_500616.1;transl_table=11	13	84	51	1044	9382	7887.6	441.585082590277	-0.68798964056012	0.592510420964114	-1.16114352797483	0.245583535706411	0.503258620709063
sense	NC_007795.1	RefSeq	CDS	2000183	2001478	.	-	0	ID=cds-YP_500617.1;Parent=gene-SAOUHSC_02126;Dbxref=Genbank:YP_500617.1,GeneID:3921197;Name=YP_500617.1;Note=Catalyzes two discrete reactions in the de novo synthesis of purines: the cleavage of adenylosuccinate and succinylaminoimidazole carboxamide ribotide;gbkey=CDS;locus_tag=SAOUHSC_02126;product=adenylosuccinate lyase;protein_id=YP_500617.1;transl_table=11	20.5	28	19	635.5	12373.8333333333	3498	280.935474738502	-0.825581458830077	0.567137927593866	-1.4556978446719	0.145476165981594	0.370833648024887
sense	NC_007795.1	RefSeq	CDS	2002339	2003505	.	+	0	ID=cds-YP_500618.1;Parent=gene-SAOUHSC_02127;Dbxref=Genbank:YP_500618.1,GeneID:3921198;Name=YP_500618.1;Note=staphopain thiol proteinase;gbkey=CDS;locus_tag=SAOUHSC_02127;product=staphopain thiol proteinase;protein_id=YP_500618.1;transl_table=11	2	9	6	1362.5	8103	1158	195.259207790229	-2.83748450654541	0.74666239579163	-3.80022420110904	0.000144565233951585	0.0024234755191606
sense	NC_007795.1	RefSeq	CDS	2003536	2003862	.	+	0	ID=cds-YP_500619.1;Parent=gene-SAOUHSC_02129;Dbxref=Genbank:YP_500619.1,GeneID:3921199;Name=YP_500619.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02129;product=hypothetical protein;protein_id=YP_500619.1;transl_table=11	6	7	20	267.5	1254	339.5	79.258481435647	0.308079162464477	0.735217197133735	0.419031496631923	0.675193113761399	0.840162977639185
sense	NC_007795.1	RefSeq	CDS	2004154	2004327	.	-	0	ID=cds-YP_500620.1;Parent=gene-SAOUHSC_02130;Dbxref=Genbank:YP_500620.1,GeneID:3921200;Name=YP_500620.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02130;product=hypothetical protein;protein_id=YP_500620.1;transl_table=11	2	4.5	5.5	92	2079.5	447.5	41.8300657895908	-0.742064438538937	0.667680001550506	-1.11140731610306	0.266393064620465	0.531465171895705
sense	NC_007795.1	RefSeq	CDS	2004308	2004910	.	-	0	ID=cds-YP_500621.1;Parent=gene-SAOUHSC_02131;Dbxref=Genbank:YP_500621.1,GeneID:3921201;Name=YP_500621.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02131;product=hypothetical protein;protein_id=YP_500621.1;transl_table=11	4	21.5	23.5	391	7420.5	1453	152.312075807026	-0.692429440707828	0.548439617458537	-1.26254453300901	0.206752912380223	0.458938375694287
sense	NC_007795.1	RefSeq	CDS	2005181	2006002	.	-	0	ID=cds-YP_500622.1;Parent=gene-SAOUHSC_02132;Dbxref=Genbank:YP_500622.1,GeneID:3921202;Name=YP_500622.1;Note=catalyzes the formation of nicotinamide adenine dinucleotide (NAD) from nicotinic acid adenine dinucleotide (NAAD) using either ammonia or glutamine as the amide donor and ATP%3B ammonia-utilizing enzymes include the ones from Bacillus and Escherichia coli while glutamine-utilizing enzymes include the Mycobacterial one%3B forms homodimers;gbkey=CDS;gene=nadE;locus_tag=SAOUHSC_02132;product=NAD synthetase;protein_id=YP_500622.1;transl_table=11	0	57.5	5	163	4956.41666666667	545.5	104.88353599056	0.246919230652974	0.899064814055456	0.274640077993024	0.783592772085179	0.900169644314532
sense	NC_007795.1	RefSeq	CDS	2005995	2007464	.	-	0	ID=cds-YP_500623.2;Parent=gene-SAOUHSC_02133;Dbxref=Genbank:YP_500623.2,GeneID:3921203;Name=YP_500623.2;Note=catalyzes the formation of 5-phospho-alpha-D-ribose 1-diphosphate and nicotinate from nicotinate D-ribonucleotide and diphosphate;gbkey=CDS;locus_tag=SAOUHSC_02133;product=nicotinate phosphoribosyltransferase;protein_id=YP_500623.2;transl_table=11	1	7.5	8	119	5538.91666666667	745.333333333333	69.6140698364409	-1.28087511050367	0.701092212258996	-1.82697095775255	0.0677041361589828	0.225120915547913
sense	NC_007795.1	RefSeq	CDS	2007648	2008724	.	+	0	ID=cds-YP_500624.1;Parent=gene-SAOUHSC_02134;Dbxref=Genbank:YP_500624.1,GeneID:3921204;Name=YP_500624.1;Note=nitric oxide synthase%2C oxygenase domain%2C putative;gbkey=CDS;locus_tag=SAOUHSC_02134;product=nitric oxide synthase oxygenase subunit;protein_id=YP_500624.1;transl_table=11	0	0	2	441.5	21498.5	1318.5	171.140758038374	-5.0529770033541	0.954190052633622	-5.29556663204314	1.18647919300719e-07	5.50800148446031e-06
sense	NC_007795.1	RefSeq	CDS	2008744	2009538	.	+	0	ID=cds-YP_500625.1;Parent=gene-SAOUHSC_02135;Dbxref=Genbank:YP_500625.1,GeneID:3921832;Name=YP_500625.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02135;product=hypothetical protein;protein_id=YP_500625.1;transl_table=11	7	13	7	249.5	8535.5	721.5	115.975194317442	-0.987379685779503	0.677689166275342	-1.45698018341691	0.145121850432928	0.370321508398612
sense	NC_007795.1	RefSeq	CDS	2009610	2009717	.	+	0	ID=cds-YP_500626.1;Parent=gene-SAOUHSC_02136;Dbxref=Genbank:YP_500626.1,GeneID:3921833;Name=YP_500626.1;gbkey=CDS;locus_tag=SAOUHSC_02136;product=hypothetical protein;protein_id=YP_500626.1;transl_table=11	0	0	0	0	11	2	0.0915258709633889	0.831243176224552	1.25520667539444	0.662236102244546	0.507819920355868	NA
sense	NC_007795.1	RefSeq	CDS	2009728	2011290	.	-	0	ID=cds-YP_500627.1;Parent=gene-SAOUHSC_02137;Dbxref=Genbank:YP_500627.1,GeneID:3921834;Name=YP_500627.1;Note=sodium-dependent transporter (huNaDC-1)%2C putative;gbkey=CDS;locus_tag=SAOUHSC_02137;product=sodium-dependent transporter;protein_id=YP_500627.1;transl_table=11	2	7	5	143	1681.5	280.5	42.6495170644377	-0.519650430748211	0.686211250483785	-0.757274717343752	0.448885294617559	0.695066774346881
sense	NC_007795.1	RefSeq	CDS	2011495	2012592	.	-	0	ID=cds-YP_500628.1;Parent=gene-SAOUHSC_02138;Dbxref=Genbank:YP_500628.1,GeneID:3921835;Name=YP_500628.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02138;product=hypothetical protein;protein_id=YP_500628.1;transl_table=11	39.3333333333333	7	9	107	1618.5	293	150.836821437743	2.18181913279058	0.860313758523868	2.53607374190337	0.0112103125207847	0.0685778183180101
sense	NC_007795.1	RefSeq	CDS	2012964	2013524	.	+	0	ID=cds-YP_500629.1;Parent=gene-SAOUHSC_02139;Dbxref=Genbank:YP_500629.1,GeneID:3921836;Name=YP_500629.1;Note=pyrazinamidase/nicotinamidase%2C putative;gbkey=CDS;locus_tag=SAOUHSC_02139;product=pyrazinamidase/nicotinamidase;protein_id=YP_500629.1;transl_table=11	18	19	22	236.5	7183.5	1031	166.38281998123	0.223814340111416	0.616727902275849	0.36290613621582	0.716675002768372	0.864162565775649
sense	NC_007795.1	RefSeq	CDS	2013577	2014506	.	+	0	ID=cds-YP_500630.1;Parent=gene-SAOUHSC_02140;Dbxref=Genbank:YP_500630.1,GeneID:3921837;Name=YP_500630.1;Note=catalyzes the hydrolysis of pyrophosphate to phosphate;gbkey=CDS;locus_tag=SAOUHSC_02140;product=manganese-dependent inorganic pyrophosphatase;protein_id=YP_500630.1;transl_table=11	32	136	101	3005.5	28625.5833333333	10367.5	900.089240179677	-0.834231756333132	0.484544930941916	-1.72168090730297	0.0851273378174035	0.261447065510448
sense	NC_007795.1	RefSeq	CDS	2014701	2014874	.	-	0	ID=cds-YP_500631.1;Parent=gene-SAOUHSC_02141;Dbxref=Genbank:YP_500631.1,GeneID:3921838;Name=YP_500631.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02141;product=hypothetical protein;protein_id=YP_500631.1;transl_table=11	1	0	1	0	7	6	4.08399362196908	2.88962770873148	1.22414718580446	2.36052309905245	0.0182491817747147	0.0929399257471757
sense	NC_007795.1	RefSeq	CDS	2014926	2016305	.	+	0	ID=cds-YP_500632.1;Parent=gene-SAOUHSC_02142;Dbxref=Genbank:YP_500632.1,GeneID:3921839;Name=YP_500632.1;Note=aldehyde dehydrogenase%2C putative;gbkey=CDS;locus_tag=SAOUHSC_02142;product=aldehyde dehydrogenase;protein_id=YP_500632.1;transl_table=11	2	8	18	95	3600.33333333333	695.5	70.304440199664	-0.212033695892872	0.671512534469715	-0.315755380590643	0.752188187780075	0.884094963902576
sense	NC_007795.1	RefSeq	CDS	2016425	2017453	.	-	0	ID=cds-YP_500633.1;Parent=gene-SAOUHSC_02143;Dbxref=Genbank:YP_500633.1,GeneID:3921840;Name=YP_500633.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02143;product=hypothetical protein;protein_id=YP_500633.1;transl_table=11	1	26	12	678	6331	1742	158.233746995116	-1.43130993889253	0.660448811545757	-2.16717770381417	0.0302213067868785	0.133128165298403
sense	NC_007795.1	RefSeq	CDS	2017723	2018124	.	+	0	ID=cds-YP_500634.1;Parent=gene-SAOUHSC_02144;Dbxref=Genbank:YP_500634.1,GeneID:3921841;Name=YP_500634.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02144;product=hypothetical protein;protein_id=YP_500634.1;transl_table=11	5	9	13	75	642.5	130.5	47.8530766643344	1.48141647662598	0.659824551092666	2.24516725570875	0.0247573973193221	0.11427219336299
sense	NC_007795.1	RefSeq	CDS	2018697	2018870	.	-	0	ID=cds-YP_500635.1;Parent=gene-SAOUHSC_02145;Dbxref=Genbank:YP_500635.1,GeneID:3921842;Name=YP_500635.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02145;product=hypothetical protein;protein_id=YP_500635.1;transl_table=11	82	211	192	4745.25	10946.5	11927.5833333333	1290.06618556136	-0.086612470498514	0.673742857310956	-0.128554194762379	0.897710412744487	0.958787103145724
sense	NC_007795.1	RefSeq	CDS	2019321	2020361	.	+	0	ID=cds-YP_500636.1;Parent=gene-SAOUHSC_02146;Dbxref=Genbank:YP_500636.1,GeneID:3921843;Name=YP_500636.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02146;product=hypothetical protein;protein_id=YP_500636.1;transl_table=11	2	6	3	15	719.5	123	21.3252295515857	0.853890085154299	0.7671113404751	1.11312405396778	0.26565515424251	0.530505506466314
sense	NC_007795.1	RefSeq	CDS	2020418	2021260	.	-	0	ID=cds-YP_500637.1;Parent=gene-SAOUHSC_02147;Dbxref=Genbank:YP_500637.1,GeneID:3921844;Name=YP_500637.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_02147;product=hypothetical protein;protein_id=YP_500637.1;transl_table=11	8	19	18	177	5947	1355	127.931157364801	-0.253096697142589	0.564287759956167	-0.448524166397388	0.653774949245518	0.831498406286222
